name;price;link;image
Сотовый телефон Tecno Spark 8P 4/128GB фиолетовый;14140 сом;https://www.kivano.kg//product/view/sotovyy-telefon-tecno-spark-8p-4-128gb-fioletovyy;/images/product/103456/1645082405_75872400.jpg
