name;price;link;image
–°–Њ—В–Њ–≤—Л–є —В–µ–ї–µ—Д–Њ–љ Tecno Spark 8P 4/128GB —Д–Є–Њ–ї–µ—В–Њ–≤—Л–є;14140 —Б–Њ–Љ;https://www.kivano.kg//product/view/sotovyy-telefon-tecno-spark-8p-4-128gb-fioletovyy;/images/product/103456/1645082405_75872400.jpg
